policy_evaluation_sample_id,source_doc_id,evaluation_tasks,evaluation_reasons,sampling_strata,candidate_error_type_ids,candidate_action,confidence,quality_bin,host,url,chars_before,doc_text_path,prior_review_label,prior_review_correct_action,review_label,review_correct_action,review_good_text_loss_risk,review_false_positive_reason,review_false_negative_error_ids,review_notes
pe_1278_39ae7f85c4,hplt::8_2.jsonl.zst::9a07b91a943089b57500e89d8d83781f,"[""error_precision_E007"", ""error_precision_E019"", ""global_prevalence_review""]","[""candidate_error_E007"", ""candidate_error_E019"", ""global_random_sample""]","[""error_precision_E007"", ""error_precision_E019"", ""global_prevalence""]","[""E007"", ""E010"", ""E019""]",quarantine,0.224,8,pousounefkopoupaeis.blogspot.com,http://pousounefkopoupaeis.blogspot.com/2007/10/blog-post_19.html,10250,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/39ae7f85c4a36ffd.txt,,,,,,,[],
pe_1279_ac418333b4,hplt::8_2.jsonl.zst::9a689c94ebe3043dcc77304a5bccecfd,"[""false_negative_control"", ""global_prevalence_review""]","[""global_random_sample"", ""keep_no_candidate_or_borderline""]","[""false_negative_controls"", ""global_prevalence""]",[],keep,0.375,8,toxplus.gr,https://toxplus.gr/el/about/,1667,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/ac418333b4eb008c.txt,,,,,,,[],
pe_1280_1c701fdd2b,hplt::8_2.jsonl.zst::9a9e5d4605ce058ca380d11df87dc1b7,"[""global_prevalence_review""]","[""global_random_sample""]","[""global_prevalence""]",[],keep,0.17952314165497896,8,getall.gr,https://getall.gr/product-category/aromata-kalluntika/peripoiisi-prosopou/kremes-gia-to-perigramma-ton-mation/,713,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/1c701fdd2b3775c8.txt,,,,,,,[],
pe_1281_ef96e01fbb,hplt::8_2.jsonl.zst::9b10e0bf928bd9f93c0bcf407d5642c5,"[""global_prevalence_review""]","[""global_random_sample""]","[""global_prevalence""]",[],keep,0.12453032742887815,8,foni.online,https://foni.online/%CE%B5%CE%B9%CE%B4%CE%AE%CF%83%CE%B5%CE%B9%CF%82/%CF%80%CE%B1%CF%86%CE%BF%CF%83-%CE%B9%CE%B1%CF%84%CF%81%CE%BF%CE%B4%CE%B9%CE%BA%CE%B1%CF%83%CF%84%CE%AE%CF%82-%CE%B8%CE%B1-%CE%B5%CE%BE%CE%B5%CF%84%CE%AC%CF%83%CE%B5%CE%B9-%CF%84%CE%B9%CF%82-2-%CE%B3%CF%85%CE%BD%CE%B1%CE%AF%CE%BA%CE%B5%CF%82,1863,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/ef96e01fbb28a4e6.txt,,,,,,,[],
pe_1282_60c42dc975,hplt::8_2.jsonl.zst::9b3fb96b9637332d19e96431bbade9ad,"[""global_prevalence_review""]","[""global_random_sample""]","[""global_prevalence""]","[""E007"", ""E019""]",quarantine,0.20097697138869505,8,www.star.gr,https://www.star.gr/lifestyle/celebrities/610253/synatsakh-h-lista-me-ta-mwroydiaka-ta-epikritika-sxolia,1433,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/60c42dc975eb61a8.txt,,,,,,,[],
pe_1283_7ab3f62776,hplt::8_2.jsonl.zst::9ba207e9b58f146f555860fdfafaf57c,"[""global_prevalence_review""]","[""global_random_sample""]","[""global_prevalence""]",[],keep,0.10762331838565023,8,www.capital.gr,https://www.capital.gr/diethni/3662670/pigi-reuters-den-apokleietai-sumfonia-mask-me-twitter-gia-ton-termatismo-tis-dikastikis-diamaxis-akomi-kai-simera,1561,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/7ab3f627769c3a4f.txt,,,,,,,[],
pe_1284_cc09a56af2,hplt::8_2.jsonl.zst::9bca5c6b1ed0a147e5acca94000fbe3f,"[""error_precision_E015""]","[""candidate_error_E015""]","[""error_precision_E015""]","[""E015""]",quarantine,0.646521978021978,8,wearemedia.gr,https://wearemedia.gr/suicide-squad-2-neo-trailer-kai-imerominia-premieras/,865,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/cc09a56af2648850.txt,,,,,,,[],
pe_1285_062e87350c,hplt::8_2.jsonl.zst::9be3990bf123c988a8e9913883475483,"[""global_prevalence_review""]","[""global_random_sample""]","[""global_prevalence""]",[],keep,0.21991964474518927,8,www.heraklionblogs.gr,http://www.heraklionblogs.gr/%ce%9a%cf%81%ce%ae%cf%84%ce%b7:_%ce%b3%ce%b1%cf%83%cf%84%cf%81%ce%bf%ce%bd%ce%bf%ce%bc%ce%b9%ce%ba%cf%8c%cf%82_%cf%80%ce%b5%cf%81%ce%af%cf%80%ce%bb%ce%bf%cf%85%cf%82/2014/07/01/%ce%9a%ce%bf%cf%85%ce%bb%ce%bf%cf%85%cf%81%ce%ac%ce%ba%ce%b9%ce%b1_%e2%80%a6%ce%b3%ce%ac%ce%bb%ce%b1%ce%ba%cf%84%ce%bf%cf%82,4729,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/062e87350c62687c.txt,,,,,,,[],
pe_1286_be3ecce3f9,hplt::8_2.jsonl.zst::9c09d60c5b112add8c39a193b4707e79,"[""false_negative_control""]","[""keep_no_candidate_or_borderline""]","[""false_negative_controls""]",[],keep,0.23529411764705882,8,basket247.gr,https://basket247.gr/ellada/basket-league-a1/item/70601-xoris-nentovich-kontra-stin-aek-o-panathinaiko,714,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/be3ecce3f9a61cfb.txt,,,,,,,[],
pe_1287_a3ea639713,hplt::8_2.jsonl.zst::9cd0642dda9444fc3e14e2bcec6afb03,"[""wds_bin_8_review""]","[""wds_bin_8_stratum""]","[""wds_bin_8""]",[],keep,0.1825962910128388,8,www.huffingtonpost.gr,https://www.huffingtonpost.gr/entry/dinei-ta-prota-300-ekat-e-lamda-sto-elleniko-demosio-yia-ten-ependese-toe-ellenikoe_gr_60ca1ecee4b0b0e83420fdda,1402,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/a3ea639713f7db24.txt,,,,,,,[],
pe_1288_25c524f451,hplt::8_2.jsonl.zst::9d67d3ce6f01d67f70fc90fa5b51d2d7,"[""global_prevalence_review""]","[""global_random_sample""]","[""global_prevalence""]",[],keep,0.1918047079337402,8,paoki.gr,https://paoki.gr/category/podosfairo.gr.html?page=9,2294,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/25c524f4519537a8.txt,,,,,,,[],
pe_1289_e382a1f96c,hplt::8_2.jsonl.zst::9d8f3843b27a879f34fe4eca04bac8f1,"[""wds_bin_8_review""]","[""wds_bin_8_stratum""]","[""wds_bin_8""]",[],keep,0.16176470588235295,8,www.topontiki.gr,http://www.topontiki.gr/article/380089/epithesi-me-molotof-ston-skai-ta-ximeromata-video,544,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/e382a1f96cd9bf52.txt,,,,,,,[],
pe_1290_e4e6ae7224,hplt::8_2.jsonl.zst::9db3f065883e169be095380ddbd035d4,"[""error_precision_E006"", ""error_precision_E007"", ""error_precision_E019"", ""global_prevalence_review""]","[""candidate_error_E006"", ""candidate_error_E007"", ""candidate_error_E019"", ""global_random_sample""]","[""error_precision_E006"", ""error_precision_E007"", ""error_precision_E019"", ""global_prevalence""]","[""E006"", ""E007"", ""E019""]",quarantine,0.52,8,www.retrocomputers.gr,https://www.retrocomputers.gr/diafora/donations,990,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/e4e6ae72241729fc.txt,partial_true_positive,quarantine,partial_true_positive,quarantine,medium,,"[""E019"", ""E020""]",Contact/form page with little main body; not simply top navigation or footer chrome.
pe_1291_47862a8fba,hplt::8_2.jsonl.zst::9db62dd4809b7e108686cd4e2f7c3048,"[""error_precision_E007"", ""error_precision_E019"", ""wds_bin_8_review""]","[""candidate_error_E007"", ""candidate_error_E019"", ""wds_bin_8_stratum""]","[""error_precision_E007"", ""error_precision_E019"", ""wds_bin_8""]","[""E007"", ""E019""]",quarantine,0.25065789473684214,8,www.ethnos.gr,https://www.ethnos.gr/politismos/sinema/77215_matrix-4-anakoinothike-i-imerominia-tis-premieras,1572,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/47862a8fbadf34a0.txt,,,,,,,[],
pe_1292_16930da098,hplt::8_2.jsonl.zst::9e7c2bbc86e187f83c6d86b6d5525e8d,"[""global_prevalence_review""]","[""global_random_sample""]","[""global_prevalence""]",[],keep,0.26103646833013433,8,www.elke.ntua.gr,https://www.elke.ntua.gr/2020/07/14/prot-28673/,521,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/16930da098b7f140.txt,,,,,,,[],
pe_1293_1b921c9bf7,hplt::8_2.jsonl.zst::9ef3fc74dc8077a64ba9e37b9799fd85,"[""error_precision_E008"", ""global_prevalence_review""]","[""candidate_error_E008"", ""global_random_sample""]","[""error_precision_E008"", ""global_prevalence""]","[""E006"", ""E007"", ""E008"", ""E017""]",quarantine,0.5373611111111111,8,www.espressoarena.com,https://www.espressoarena.com/el/products/lemon-iced-tea-syrup,1230,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/1b921c9bf7009ddc.txt,partial_true_positive,trim_suffix,partial_true_positive,trim_suffix,low,,[],Main product text is coherent; newsletter footer should be suffix-trimmed if product/catalog pages are retained.
pe_1294_c091aa45c9,hplt::8_2.jsonl.zst::9ef7ab8bbb68e884c6a8aef564e141df,"[""error_precision_E020"", ""global_prevalence_review""]","[""candidate_error_E020"", ""global_random_sample""]","[""error_precision_E020"", ""global_prevalence""]","[""E020""]",keep,0.27669172932330827,8,www.flash.gr,https://www.flash.gr/greece/1372309/syriza-kata-nd-gia-toys-achristoys-ypalliloys,665,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/c091aa45c9f1fa0f.txt,,,,,,,[],
pe_1295_f9a471f51e,hplt::8_2.jsonl.zst::9f143bb7f2b64a4a32ea544b79397b7f,"[""global_prevalence_review""]","[""global_random_sample""]","[""global_prevalence""]",[],keep,0.10615199034981906,8,m.tribune.gr,https://m.tribune.gr/politics/news/article/719681/o-neos-presveytis-ton-emiraton-ypevalle-ta-diapisteytiria-toy-stin-proedro.html,829,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/f9a471f51ea10066.txt,,,,,,,[],
pe_1296_0e2a1c46e8,hplt::8_2.jsonl.zst::9f241866e84d08d570238948d9d3c448,"[""global_prevalence_review""]","[""global_random_sample""]","[""global_prevalence""]","[""E017""]",quarantine,0.15429326287978865,8,gettinginvolved.gr,https://gettinginvolved.gr/future-economic-lab/,3785,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/0e2a1c46e83d922c.txt,,,,,,,[],
pe_1297_91ab49b3d4,hplt::8_2.jsonl.zst::a0d4b8cd883ba420add284fdfee14d6b,"[""wds_bin_8_review""]","[""wds_bin_8_stratum""]","[""wds_bin_8""]","[""E020""]",keep,0.11065006915629322,8,admie-deitzis.blogspot.com,http://admie-deitzis.blogspot.com/,723,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/91ab49b3d4a4040b.txt,,,,,,,[],
pe_1298_137d98a577,hplt::8_2.jsonl.zst::a0e12be48178e29d435e87a79409e585,"[""global_prevalence_review""]","[""global_random_sample""]","[""global_prevalence""]",[],keep,0.17204301075268819,8,www.topontiki.gr,http://www.topontiki.gr/article/340221/viky-hatzivasileioy-halaroste-ligo-re-synadelfoi,744,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/137d98a577095aef.txt,,,,,,,[],
pe_1299_03580e31f7,hplt::8_2.jsonl.zst::a1ae9dadbbed5bfb816301589e20d8f9,"[""global_prevalence_review""]","[""global_random_sample""]","[""global_prevalence""]","[""E017""]",keep,0.19086571233810498,8,www.tzafnews.gr,https://www.tzafnews.gr/%CE%B2%CE%B1%CE%B8%CE%B5%CE%B9%CE%AC-%CE%BF%CE%B4%CF%8D%CE%BD%CE%B7-%CF%83%CF%85%CE%B3%CE%B3%CE%B5%CE%BD%CF%8E%CE%BD-%CE%AD%CE%BD%CE%B1-%CF%87%CF%81%CF%8C%CE%BD%CE%BF-%CE%BC%CE%B5%CF%84%CE%AC/,1467,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/03580e31f7d6a477.txt,,,,,,,[],
pe_1300_a9899dc101,hplt::8_2.jsonl.zst::a1cdc5495aa5a707a6237ca8e37d2327,"[""false_negative_control""]","[""keep_no_candidate_or_borderline""]","[""false_negative_controls""]",[],keep,0.23972602739726026,8,www.techgear.gr,https://www.techgear.gr/instagram-tha-krata-tis-anartiseis-poy-esvises-gia-30-imeres-29308,1168,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/a9899dc101ec6ca0.txt,,,,,,,[],
pe_1301_a993da7ead,hplt::8_2.jsonl.zst::a2170af13320ede2d254a1300df18fa5,"[""action_precision_drop_doc"", ""error_precision_E020"", ""global_prevalence_review""]","[""candidate_action_drop_doc"", ""candidate_error_E020"", ""global_random_sample""]","[""action_precision_drop_doc"", ""error_precision_E020"", ""global_prevalence""]","[""E007"", ""E019"", ""E020""]",drop_doc,0.16842105263157894,8,www.documentonews.gr,https://www.documentonews.gr/article/neo-peristatiko-sth-gallia-astynomikoi-exoydeterwsan-andra-poy-toys-apeiloyse-me-dyo-maxairia,570,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/a993da7ead0e6828.txt,,,,,,,[],
pe_1302_1da3c66ed0,hplt::8_2.jsonl.zst::a218aca91b4aac3be3d169066d5c9a31,"[""error_precision_E008""]","[""candidate_error_E008""]","[""error_precision_E008""]","[""E006"", ""E008""]",keep,0.445,8,www.extranet.gr,https://www.extranet.gr/mouse/mouse-meetion-m361-usb-black,746,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/1da3c66ed0ae9f2e.txt,,,,,,,[],
pe_1303_b33a6618e3,hplt::8_2.jsonl.zst::a2991db5d8bdf5463c8cc6c4f9e4bacf,"[""false_negative_control"", ""global_prevalence_review""]","[""global_random_sample"", ""keep_no_candidate_or_borderline""]","[""false_negative_controls"", ""global_prevalence""]",[],keep,0.1782178217821782,8,www.trikalavoice.gr,https://www.trikalavoice.gr/%CF%84%CE%BF%CF%80%CE%B9%CE%BA%CE%AC/%CE%B1%CF%80%CE%BF%CF%87%CF%89%CF%81%CE%BF%CF%8D%CE%BD-%CE%B1%CF%80%CF%8C-%CF%84%CE%B7%CE%BD-%CE%B1%CE%B9%CE%B4%CE%B7%CF%88%CF%8C-%CF%84%CF%81%CE%B9%CE%BA%CE%B1%CE%BB%CE%B9%CE%BD%CE%BF%CE%AF-%CF%80/,1616,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/b33a6618e3628bf9.txt,,,,,,,[],
pe_1304_b6ab004e34,hplt::8_2.jsonl.zst::a31bd9b67cac7f142f08c49b695bd58c,"[""false_negative_control"", ""global_prevalence_review""]","[""global_random_sample"", ""keep_no_candidate_or_borderline""]","[""false_negative_controls"", ""global_prevalence""]",[],keep,0.13389348500517065,8,shop.schwarzkopf-professional.gr,https://shop.schwarzkopf-professional.gr/el/LooksLikeSummer,2762,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/b6ab004e342a8e0e.txt,,,,,,,[],
pe_1305_5338b2d79e,hplt::8_2.jsonl.zst::a31f14650c29310527e27f568cb94719,"[""wds_bin_8_review""]","[""wds_bin_8_stratum""]","[""wds_bin_8""]",[],keep,0.12070006035003017,8,www.georgiospothitakis.gr,https://www.georgiospothitakis.gr/%CF%87%CE%B5%CE%B9%CF%81%CE%BF%CF%85%CF%81%CE%B3%CE%B9%CE%BA%CE%AE-%CE%B1%CE%BD%CF%84%CE%B9%CE%BC%CE%B5%CF%84%CF%8E%CF%80%CE%B9%CF%83%CE%B7-%CE%B5%CE%BA%CF%84%CE%B9%CE%BD%CE%B1%CF%83%CF%83%CF%8C%CE%BC/,1657,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/5338b2d79eee1eae.txt,,,,,,,[],
pe_1306_8d630bbe78,hplt::8_2.jsonl.zst::a32d1edc48aed91964f05a152d8f6434,"[""host_hotspot_review""]","[""host_hotspot_www.frontpages.gr""]","[""host_hotspot_www.frontpages.gr""]","[""E020""]",keep,0.2619647355163728,8,www.frontpages.gr,http://www.frontpages.gr/p/23/%CE%A4%CE%BF-%CE%A0%CE%BF%CE%BD%CF%84%CE%AF%CE%BA%CE%B9,794,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/8d630bbe7877c3d9.txt,,,,,,,[],
pe_1307_05bd9937b3,hplt::8_2.jsonl.zst::a34deb3e9596ed323ca8d03758a9062f,"[""error_precision_E020"", ""wds_bin_8_review""]","[""candidate_error_E020"", ""wds_bin_8_stratum""]","[""error_precision_E020"", ""wds_bin_8""]","[""E010"", ""E020""]",quarantine,0.1909814323607427,8,gpop.gr,https://gpop.gr/to-dimosio-minyma-tou-alexandrou-paschalaki-meta-tis-fimes-chorismou-apo-tin-eirini-papadopoulou/,754,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/05bd9937b3d60722.txt,,,,,,,[],
pe_1308_de7e742a7d,hplt::8_2.jsonl.zst::a3514ef64847a1821330f0f9c9326ca5,"[""global_prevalence_review""]","[""global_random_sample""]","[""global_prevalence""]",[],keep,0.17747440273037543,8,ziseathlitika.org,https://ziseathlitika.org/index.php/draseis/23-virtual?start=10,1172,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/de7e742a7d80d503.txt,,,,,,,[],
pe_1309_c17a4dc31f,hplt::8_2.jsonl.zst::a3ee821478e3833d3cc5333aff66847d,"[""false_negative_control"", ""global_prevalence_review""]","[""global_random_sample"", ""keep_no_candidate_or_borderline""]","[""false_negative_controls"", ""global_prevalence""]",[],keep,0.14,8,www.pirgiotis.gr,https://www.pirgiotis.gr/enimerosi-gia-to-open-mall-sti-varda/,800,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/c17a4dc31ffa8906.txt,,,,,,,[],
pe_1310_836ed9280b,hplt::8_2.jsonl.zst::a420c66f17d298d1ab50cbf5b8c7ab68,"[""global_prevalence_review""]","[""global_random_sample""]","[""global_prevalence""]",[],keep,0.11477151965993623,8,agonaskritis.gr,http://agonaskritis.gr/%CE%B7-%CE%BA%CE%B1%CF%84%CE%AC%CF%81%CF%81%CE%B5%CF%85%CF%83%CE%B7-%CF%84%CE%BF%CF%85-%CF%84%CE%BF%CF%85%CF%81%CE%B9%CF%83%CE%BC%CE%BF%CF%8D-%CF%83%CF%85%CE%BC%CF%80%CE%B1%CF%81%CE%B1%CF%83%CF%8D/,1882,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/836ed9280bb7ed58.txt,,,,,,,[],
pe_1311_52d3a3cb77,hplt::8_2.jsonl.zst::a422af4dde3de730375f9c5656deb4a6,"[""global_prevalence_review""]","[""global_random_sample""]","[""global_prevalence""]",[],keep,0.1037542662116041,8,www.stinplatia.gr,http://www.stinplatia.gr/2016/07/blog-post_26.html,1465,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/52d3a3cb772cd9f8.txt,,,,,,,[],
pe_1312_19674024af,hplt::8_2.jsonl.zst::a44df1d5e30b0a25d2d78bd7ad42fb23,"[""global_prevalence_review""]","[""global_random_sample""]","[""global_prevalence""]","[""E020""]",keep,0.20553359683794467,8,aridaia-gegonota.blogspot.com,http://aridaia-gegonota.blogspot.com/2020/12/blog-post_7.html,506,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/19674024afa08441.txt,,,,,,,[],
pe_1313_04698e5d1f,hplt::8_2.jsonl.zst::a46505427f1f2108c0a3400bf0f2209e,"[""false_negative_control"", ""global_prevalence_review""]","[""global_random_sample"", ""keep_no_candidate_or_borderline""]","[""false_negative_controls"", ""global_prevalence""]",[],keep,0.1642512077294686,8,aristeramitilini.blogspot.com,http://aristeramitilini.blogspot.com/2016/03/blog-post_30.html,1656,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/04698e5d1f85a60d.txt,,,,,,,[],
pe_1314_12be1d4ea4,hplt::8_2.jsonl.zst::a4d0c459e21487d26305e3d83deb4818,"[""false_negative_control""]","[""keep_no_candidate_or_borderline""]","[""false_negative_controls""]",[],keep,0.40959683403413305,8,e-lithi.blogspot.com,http://e-lithi.blogspot.com/2009/04/blog-post_02.html,4043,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/12be1d4ea4f549e8.txt,,,,,,,[],
pe_1315_056dc3e50d,hplt::8_2.jsonl.zst::a56dbbdbd86faa16cb1191ebb3d2011e,"[""global_prevalence_review""]","[""global_random_sample""]","[""global_prevalence""]",[],keep,0.213757816941444,8,www.onvolos.gr,https://www.onvolos.gr/coldplay-%CE%B4%CE%B9%CF%80%CE%BB%CF%8C-sold-out-%CE%B3%CE%B9%CE%B1-%CF%84%CE%B7-%CF%83%CF%85%CE%BD%CE%B1%CF%85%CE%BB%CE%AF%CE%B1-%CF%84%CE%BF%CF%85%CF%82-%CF%83%CF%84%CE%BF-%CE%BF%CE%BB/,1759,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/056dc3e50dd5d231.txt,,,,,,,[],
pe_1316_947e3dc999,hplt::8_2.jsonl.zst::a5d6bb0fa07ff92e4ac92b456ff5e611,"[""global_prevalence_review""]","[""global_random_sample""]","[""global_prevalence""]",[],keep,0.2275371687136393,8,nonews-news.blogspot.gr,http://nonews-news.blogspot.gr/2015/02/blog-post_5978.html,1547,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/947e3dc99997990e.txt,,,,,,,[],
pe_1317_3368f95b2f,hplt::8_2.jsonl.zst::a5e16f3cfb63d6d582e5fa3004dd3a2b,"[""false_negative_control""]","[""keep_no_candidate_or_borderline""]","[""false_negative_controls""]",[],keep,0.24394618834080717,8,3gymreth.gr,https://3gymreth.gr/archives/209848,1115,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/3368f95b2f3bab48.txt,,,,,,,[],
pe_1318_1460a0f4c6,hplt::8_2.jsonl.zst::a5ec9d5e76c1503a628869c840776422,"[""global_prevalence_review""]","[""global_random_sample""]","[""global_prevalence""]",[],keep,0.17280813214739518,8,www.onsports.gr,http://www.onsports.gr/Podosfairo/Eyrwph/Italia/item/125879-Dynata-gia-Hoylk-i-Inter,787,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/1460a0f4c60cab1b.txt,,,,,,,[],
